strain	accession	name	segment	date	host	country	abbreviation	virus
JB14080360	KC866680	JB14080360		2008-05-XX	Human	China		Enterovirus_A71
JB14080365	KC866681	JB14080365		2008-05-XX	Human	China		Enterovirus_A71
JB14080367	KC866653	JB14080367		2008-05-XX	Human	China		Enterovirus_A71
JB14080375	KC866682	JB14080375		2008-05-XX	Human	China		Enterovirus_A71
JB14080381	KC866683	JB14080381		2008-05-XX	Human	China		Enterovirus_A71
JB14080434	KC866684	JB14080434		2008-05-XX	Human	China		Enterovirus_A71
JB14080462	KC866685	JB14080462		2008-06-XX	Human	China		Enterovirus_A71
JB14080467	KC866686	JB14080467		2008-08-XX	Human	China		Enterovirus_A71
JB14080519	KC866687	JB14080519		2008-07-XX	Human	China		Enterovirus_A71
JB14080520	KC866688	JB14080520		2008-07-XX	Human	China		Enterovirus_A71
JB14080523	KC866689	JB14080523		2008-07-XX	Human	China		Enterovirus_A71
JB14080525	KC866690	JB14080525		2008-07-XX	Human	China		Enterovirus_A71
JB14080526	KC866691	JB14080526		2008-07-XX	Human	China		Enterovirus_A71
JB14080528	KC866692	JB14080528		2008-07-XX	Human	China		Enterovirus_A71
JB14080530	KC866693	JB14080530		2008-07-XX	Human	China		Enterovirus_A71
JB14080533	KC866694	JB14080533		2008-06-XX	Human	China		Enterovirus_A71
JB14080544	KC866695	JB14080544		2008-06-XX	Human	China		Enterovirus_A71
JB14080545	KC866696	JB14080545		2008-06-XX	Human	China		Enterovirus_A71
JB14080550	KC866697	JB14080550		2008-06-XX	Human	China		Enterovirus_A71
JB14080558	KC866698	JB14080558		2008-06-XX	Human	China		Enterovirus_A71
JB14080560	KC866699	JB14080560		2008-06-XX	Human	China		Enterovirus_A71
JB14080576	KC866700	JB14080576		2008-06-XX	Human	China		Enterovirus_A71
JB14080586	KC866701	JB14080586		2008-09-XX	Human	China		Enterovirus_A71
JB141010001	KC866734	JB141010001		2010-01-XX	Human	China		Enterovirus_A71
JB141010004	KC866735	JB141010004		2010-03-XX	Human	China		Enterovirus_A71
JB141010010	KC866736	JB141010010		2010-04-XX	Human	China		Enterovirus_A71
JB141010025	KC866737	JB141010025		2010-05-XX	Human	China		Enterovirus_A71
JB141010065	KC866738	JB141010065		1905-07-XX	Human	China		Enterovirus_A71
JB141010086	KC866739	JB141010086		2010-08-XX	Human	China		Enterovirus_A71
JB141010101	KC866740	JB141010101		2010-09-XX	Human	China		Enterovirus_A71
JB141010114	KC866741	JB141010114		2010-10-XX	Human	China		Enterovirus_A71
JB141010118	KC866742	JB141010118		2010-11-XX	Human	China		Enterovirus_A71
JB141010122	KC866743	JB141010122		2010-12-XX	Human	China		Enterovirus_A71
JB141030046	KC866744	JB141030046		2010-05-XX	Human	China		Enterovirus_A71
JB141030048	KC866745	JB141030048		2010-05-XX	Human	China		Enterovirus_A71
JB141030049	KC866746	JB141030049		2010-05-XX	Human	China		Enterovirus_A71
JB141030073	KC866747	JB141030073		2010-06-XX	Human	China		Enterovirus_A71
JB141030077	KC866748	JB141030077		2010-05-XX	Human	China		Enterovirus_A71
JB141030078	KC866749	JB141030078		2010-05-XX	Human	China		Enterovirus_A71
JB141030081	KC866750	JB141030081		2010-06-XX	Human	China		Enterovirus_A71
JB141030082	KC866751	JB141030082		2010-06-XX	Human	China		Enterovirus_A71
JB141030083	KC866752	JB141030083		2010-06-XX	Human	China		Enterovirus_A71
JB141030084	KC866753	JB141030084		2010-05-XX	Human	China		Enterovirus_A71
JB141030111	KC866754	JB141030111		2010-07-XX	Human	China		Enterovirus_A71
JB141030117	KC866755	JB141030117		2010-07-XX	Human	China		Enterovirus_A71
JB141030118	KC866756	JB141030118		2010-07-XX	Human	China		Enterovirus_A71
JB141030119	KC866757	JB141030119		2010-07-XX	Human	China		Enterovirus_A71
JB141030120	KC866758	JB141030120		2010-07-XX	Human	China		Enterovirus_A71
JB141030132	KC866759	JB141030132		2010-07-XX	Human	China		Enterovirus_A71
JB141030149	KC866760	JB141030149		2010-08-XX	Human	China		Enterovirus_A71
JB141030157	KC866761	JB141030157		2010-08-XX	Human	China		Enterovirus_A71
JB141030219	KC866762	JB141030219		2010-09-XX	Human	China		Enterovirus_A71
JB141030271	KC866763	JB141030271		2010-09-XX	Human	China		Enterovirus_A71
JB141090001	KC866702	JB141090001		2009-01-XX	Human	China		Enterovirus_A71
JB141090006	KC866703	JB141090006		2009-03-XX	Human	China		Enterovirus_A71
JB141090040	KC866704	JB141090040		2009-03-XX	Human	China		Enterovirus_A71
JB141090051	KC866705	JB141090051		2009-05-XX	Human	China		Enterovirus_A71
JB141090052	KC866706	JB141090052		2009-05-XX	Human	China		Enterovirus_A71
JB141090056	KC866707	JB141090056		2009-06-XX	Human	China		Enterovirus_A71
JB141090060	KC866708	JB141090060		2009-06-XX	Human	China		Enterovirus_A71
JB141090061	KC866709	JB141090061		2009-06-XX	Human	China		Enterovirus_A71
JB141090069	KC866710	JB141090069		2009-06-XX	Human	China		Enterovirus_A71
JB141090076	KC866711	JB141090076		2009-07-XX	Human	China		Enterovirus_A71
JB141090086	KC866712	JB141090086		2009-07-XX	Human	China		Enterovirus_A71
JB141090087	KC866713	JB141090087		2009-07-XX	Human	China		Enterovirus_A71
JB141090088	KC866714	JB141090088		2009-07-XX	Human	China		Enterovirus_A71
JB141130103	KC866764	JB141130103		2011-06-XX	Human	China		Enterovirus_A71
JB141130106	KC866765	JB141130106		2011-05-XX	Human	China		Enterovirus_A71
JB141130114	KC866766	JB141130114		2011-06-XX	Human	China		Enterovirus_A71
JB141130125	KC866767	JB141130125		2011-06-XX	Human	China		Enterovirus_A71
JB141130126	KC866768	JB141130126		2011-06-XX	Human	China		Enterovirus_A71
JB141130136	KC866769	JB141130136		2011-06-XX	Human	China		Enterovirus_A71
JB141130142	KC866770	JB141130142		2011-06-XX	Human	China		Enterovirus_A71
JB141130146	KC866771	JB141130146		2011-06-XX	Human	China		Enterovirus_A71
JB141130153	KC866772	JB141130153		2011-06-XX	Human	China		Enterovirus_A71
JB141130160	KC866773	JB141130160		2011-07-XX	Human	China		Enterovirus_A71
JB141130168	KC866774	JB141130168		2011-07-XX	Human	China		Enterovirus_A71
JB141130176	KC866775	JB141130176		2011-07-XX	Human	China		Enterovirus_A71
JB141130186	KC866776	JB141130186		2011-07-XX	Human	China		Enterovirus_A71
JB141130196	KC866777	JB141130196		2011-07-XX	Human	China		Enterovirus_A71
JB141210002	KC866794	JB141210002		2012-02-XX	Human	China		Enterovirus_A71
JB141210004	KC866795	JB141210004		2012-03-XX	Human	China		Enterovirus_A71
JB141210006	KC866796	JB141210006		2012-04-XX	Human	China		Enterovirus_A71
JB141210007	KC866797	JB141210007		2012-04-XX	Human	China		Enterovirus_A71
JB141210009	KC866798	JB141210009		2012-04-XX	Human	China		Enterovirus_A71
JB141210011	KC866799	JB141210011		2012-04-XX	Human	China		Enterovirus_A71
JB141210012	KC866800	JB141210012		2012-04-XX	Human	China		Enterovirus_A71
JB141210014	KC866801	JB141210014		2012-04-XX	Human	China		Enterovirus_A71
JB141210015	KC866802	JB141210015		2012-04-XX	Human	China		Enterovirus_A71
JB141210020	KC866803	JB141210020		2012-05-XX	Human	China		Enterovirus_A71
JB141210021	KC866804	JB141210021		2012-05-XX	Human	China		Enterovirus_A71
JB141210022	KC866805	JB141210022		2012-06-XX	Human	China		Enterovirus_A71
JB141210023	KC866806	JB141210023		2012-05-XX	Human	China		Enterovirus_A71
JB141210025	KC866807	JB141210025		2012-06-XX	Human	China		Enterovirus_A71
JB141210026	KC866808	JB141210026		2012-06-XX	Human	China		Enterovirus_A71
JB141210028	KC866809	JB141210028		2012-06-XX	Human	China		Enterovirus_A71
JB141210029	KC866810	JB141210029		2012-06-XX	Human	China		Enterovirus_A71
JB141210030	KC866811	JB141210030		2012-06-XX	Human	China		Enterovirus_A71
JB141210031	KC866812	JB141210031		2012-06-XX	Human	China		Enterovirus_A71
JB141210032	KC866813	JB141210032		2012-07-XX	Human	China		Enterovirus_A71
JB141210033	KC866814	JB141210033		2012-07-XX	Human	China		Enterovirus_A71
JB141210034	KC866815	JB141210034		2012-07-XX	Human	China		Enterovirus_A71
JB141230098	KC866778	JB141230098		2012-05-XX	Human	China		Enterovirus_A71
JB141230188	KC866779	JB141230188		2012-06-XX	Human	China		Enterovirus_A71
JB141230197	KC866780	JB141230197		2012-07-XX	Human	China		Enterovirus_A71
JB141230201	KC866781	JB141230201		2012-07-XX	Human	China		Enterovirus_A71
JB141230202	KC866782	JB141230202		2012-07-XX	Human	China		Enterovirus_A71
JB141230203	KC866783	JB141230203		2012-07-XX	Human	China		Enterovirus_A71
JB141230204	KC866784	JB141230204		2012-07-XX	Human	China		Enterovirus_A71
JB141230208	KC866785	JB141230208		2012-09-XX	Human	China		Enterovirus_A71
JB141230233	KC866786	JB141230233		2012-07-XX	Human	China		Enterovirus_A71
JB141230237	KC866787	JB141230237		2012-08-XX	Human	China		Enterovirus_A71
JB141230238	KC866788	JB141230238		2012-08-XX	Human	China		Enterovirus_A71
JB141230244	KC866789	JB141230244		2012-08-XX	Human	China		Enterovirus_A71
JB141230247	KC866790	JB141230247		2012-08-XX	Human	China		Enterovirus_A71
JB141230342	KC866791	JB141230342		2012-10-XX	Human	China		Enterovirus_A71
JB141230357	KC866792	JB141230357		2012-11-XX	Human	China		Enterovirus_A71
JB141230371	KC866793	JB141230371		2012-12-XX	Human	China		Enterovirus_A71
JB141310002_EV71	KP005789	JB141310002_EV71		2013-03-XX	Human	China		Enterovirus_A71
JB141310003_EV71	KP005790	JB141310003_EV71		2013-05-XX	Human	China		Enterovirus_A71
JB141310006_EV71	KP005791	JB141310006_EV71		2013-06-XX	Human	China		Enterovirus_A71
JB141310007_EV71	KP005792	JB141310007_EV71		2013-06-XX	Human	China		Enterovirus_A71
JB141310008_EV71	KP005793	JB141310008_EV71		2013-06-XX	Human	China		Enterovirus_A71
JB141310009_EV71	KP005794	JB141310009_EV71		2013-06-XX	Human	China		Enterovirus_A71
JB141310011_EV71	KP005795	JB141310011_EV71		2013-07-XX	Human	China		Enterovirus_A71
JB141310012_EV71	KP005796	JB141310012_EV71		2013-07-XX	Human	China		Enterovirus_A71
JB141310013_EV71	KP005797	JB141310013_EV71		2013-07-XX	Human	China		Enterovirus_A71
JB141310014_EV71	KP005798	JB141310014_EV71		2013-08-XX	Human	China		Enterovirus_A71
JB141330004_EV71	KP005799	JB141330004_EV71		2013-01-XX	Human	China		Enterovirus_A71
JB141330007_EV71	KP005800	JB141330007_EV71		2013-02-XX	Human	China		Enterovirus_A71
JB141330010_EV71	KP005801	JB141330010_EV71		2013-02-XX	Human	China		Enterovirus_A71
JB141330012_EV71	KP005802	JB141330012_EV71		2013-01-XX	Human	China		Enterovirus_A71
JB141330013_EV71	KP005803	JB141330013_EV71		2013-03-XX	Human	China		Enterovirus_A71
JB141330023_EV71	KP005804	JB141330023_EV71		2013-03-XX	Human	China		Enterovirus_A71
JB141330026_EV71	KP005805	JB141330026_EV71		2013-03-XX	Human	China		Enterovirus_A71
JB141330029_EV71	KP005806	JB141330029_EV71		2013-03-XX	Human	China		Enterovirus_A71
JB141330033_EV71	KP005807	JB141330033_EV71		2013-04-XX	Human	China		Enterovirus_A71
JB141330034_EV71	KP005808	JB141330034_EV71		2013-04-XX	Human	China		Enterovirus_A71
JB141330036_EV71	KP005809	JB141330036_EV71		2013-04-XX	Human	China		Enterovirus_A71
JB141330037_EV71	KP005810	JB141330037_EV71		2013-04-XX	Human	China		Enterovirus_A71
JB141330048_EV71	KP005811	JB141330048_EV71		2013-04-XX	Human	China		Enterovirus_A71
JB141330066_EV71	KP005814	JB141330066_EV71		2013-04-XX	Human	China		Enterovirus_A71
JB141330073_EV71	KP005815	JB141330073_EV71		2013-04-XX	Human	China		Enterovirus_A71
JB141330075_EV71	KP005816	JB141330075_EV71		2013-05-XX	Human	China		Enterovirus_A71
JB141330085_EV71	KP005817	JB141330085_EV71		2013-05-XX	Human	China		Enterovirus_A71
JB141330092_EV71	KP005818	JB141330092_EV71		2013-05-XX	Human	China		Enterovirus_A71
JB141330094_EV71	KP005819	JB141330094_EV71		2013-05-XX	Human	China		Enterovirus_A71
JB141330105_EV71	KP005820	JB141330105_EV71		2013-05-XX	Human	China		Enterovirus_A71
JB141330108_EV71	KP005821	JB141330108_EV71		2013-05-XX	Human	China		Enterovirus_A71
JB141330135_EV71	KP005822	JB141330135_EV71		2013-06-XX	Human	China		Enterovirus_A71
JB141330150_EV71	KP005823	JB141330150_EV71		2013-06-XX	Human	China		Enterovirus_A71
JB141330193_EV71	KP005824	JB141330193_EV71		2013-07-XX	Human	China		Enterovirus_A71
JB141330220_EV71	KP005825	JB141330220_EV71		2013-07-XX	Human	China		Enterovirus_A71
JB141330225_EV71	KP005826	JB141330225_EV71		2013-07-XX	Human	China		Enterovirus_A71
JB141330229_EV71	KP005827	JB141330229_EV71		2013-07-XX	Human	China		Enterovirus_A71
JB141330230_EV71	KP005828	JB141330230_EV71		2013-07-XX	Human	China		Enterovirus_A71
JB141330231_EV71	KP005829	JB141330231_EV71		2013-07-XX	Human	China		Enterovirus_A71
JB141330232_EV71	KP005830	JB141330232_EV71		2013-08-XX	Human	China		Enterovirus_A71
JB141330302_EV71	KP005831	JB141330302_EV71		2013-08-XX	Human	China		Enterovirus_A71
JB141330303_EV71	KP005832	JB141330303_EV71		2013-08-XX	Human	China		Enterovirus_A71
JB141330305_EV71	KP005833	JB141330305_EV71		2013-08-XX	Human	China		Enterovirus_A71
JB141330327_EV71	KP005834	JB141330327_EV71		2013-09-XX	Human	China		Enterovirus_A71
JB14133049_EV71	KP005812	JB14133049_EV71		2013-04-XX	Human	China		Enterovirus_A71
JB14133059_EV71	KP005813	JB14133059_EV71		2013-04-XX	Human	China		Enterovirus_A71
JB143090001	KC866715	JB143090001		2009-03-XX	Human	China		Enterovirus_A71
JB143090002	KC866716	JB143090002		2009-03-XX	Human	China		Enterovirus_A71
JB143090003	KC866717	JB143090003		2009-03-XX	Human	China		Enterovirus_A71
JB143090009	KC866718	JB143090009		2009-03-XX	Human	China		Enterovirus_A71
JB143090015	KC866719	JB143090015		2009-03-XX	Human	China		Enterovirus_A71
JB143090021	KC866720	JB143090021		2009-04-XX	Human	China		Enterovirus_A71
JB143090060	KC866721	JB143090060		2009-04-XX	Human	China		Enterovirus_A71
JB143090064	KC866722	JB143090064		2009-04-XX	Human	China		Enterovirus_A71
JB143090079	KC866723	JB143090079		2009-04-XX	Human	China		Enterovirus_A71
JB143090085	KC866724	JB143090085		2009-04-XX	Human	China		Enterovirus_A71
JB143090086	KC866725	JB143090086		2009-05-XX	Human	China		Enterovirus_A71
JB143090092	KC866726	JB143090092		2009-05-XX	Human	China		Enterovirus_A71
JB143090095	KC866727	JB143090095		2009-05-XX	Human	China		Enterovirus_A71
JB143090096	KC866728	JB143090096		2009-05-XX	Human	China		Enterovirus_A71
JB143090112	KC866729	JB143090112		2009-06-XX	Human	China		Enterovirus_A71
JB143090125	KC866730	JB143090125		2009-06-XX	Human	China		Enterovirus_A71
JB143090145	KC866731	JB143090145		2009-05-XX	Human	China		Enterovirus_A71
JB143090173	KC866732	JB143090173		2009-06-XX	Human	China		Enterovirus_A71
JB143090181	KC866733	JB143090181		2009-07-XX	Human	China		Enterovirus_A71
Jiangsu2008_LYG100	JQ766185	Jiangsu2008_LYG100		2008-04-05	Human	China		Enterovirus_A71
Jiangsu2008_LYG101	JQ766186	Jiangsu2008_LYG101		2008-04-05	Human	China		Enterovirus_A71
Jiangsu2008_LYG240	JQ766187	Jiangsu2008_LYG240		2008-04-05	Human	China		Enterovirus_A71
Jiangsu2008_LYG258	JQ766188	Jiangsu2008_LYG258		2008-04-05	Human	China		Enterovirus_A71
Jiangsu2008_LYG47	JQ766182	Jiangsu2008_LYG47		2008-04-05	Human	China		Enterovirus_A71
Jiangsu2008_LYG59	JQ766183	Jiangsu2008_LYG59		2008-04-05	Human	China		Enterovirus_A71
Jiangsu2008_LYG81	JQ766184	Jiangsu2008_LYG81		2008-04-05	Human	China		Enterovirus_A71
Jiangsu2008_YC1	JQ766189	Jiangsu2008_YC1		2008-04-05	Human	China		Enterovirus_A71
JiLin_11_China	KC414134	JiLin_11_China		2011-08-15	Human	China	71	Enterovirus_A71
JK2009	HQ694982	JK2009		2008-05-08	Human	China		Enterovirus_A71
JL_AFP_EV71_06	JQ715711	JL_AFP_EV71_06		2006-XX-XX	Human	China		Enterovirus_A71
JL_AFP_EV71_07_1	JQ715712	JL_AFP_EV71_07_1		2007-XX-XX	Human	China		Enterovirus_A71
JL_AFP_EV71_07_3	JQ715713	JL_AFP_EV71_07_3		2007-XX-XX	Human	China		Enterovirus_A71
JN001/SD/CHN/10	JQ326297	JN001/SD/CHN/10		2010-XX-XX	Human	China		Enterovirus_A71
Kaifeng/2010	JQ517316	Kaifeng/2010		2010-04-XX	Human	China		Enterovirus_A71
KED005_LPS2	AB550341	KED005_LPS2		20XX-XX-XX	Unknown	Malaysia		Enterovirus_A71
KED005_org	AB550340	KED005_org		20XX-XX-XX	Unknown	Malaysia		Enterovirus_A71
KM11_1	KF798208	KM11_1		2011-05-15	Human	China	C4	Enterovirus_A71
KM11_10	KF798213	KM11_10		2011-05-15	Human	China	C4	Enterovirus_A71
KM11_12	KF798214	KM11_12		2011-05-15	Human	China	C4	Enterovirus_A71
KM11_13	KF798215	KM11_13		2011-05-15	Human	China	C4	Enterovirus_A71
KM11_14	KF798216	KM11_14		2011-05-15	Human	China	C4	Enterovirus_A71
KM11_17	KF798217	KM11_17		2011-05-15	Human	China	C4	Enterovirus_A71
KM11_18	KF798218	KM11_18		2011-05-15	Human	China	C4	Enterovirus_A71
KM11_2	KF798209	KM11_2		2011-05-15	Human	China	C4	Enterovirus_A71
KM11_20	KF798219	KM11_20		2011-05-15	Human	China	C4	Enterovirus_A71
KM11_3	KF798210	KM11_3		2011-05-15	Human	China	C4	Enterovirus_A71
KM11_7	KF798211	KM11_7		2011-05-15	Human	China	C4	Enterovirus_A71
KM11_9	KF798212	KM11_9		2011-05-15	Human	China	C4	Enterovirus_A71
KM1346074	KF906545	KM1346074		2013-11-11	Human	Italy		Enterovirus_A71
KM186/09	HQ423143	KM186/09		2009-05-XX	Human	China		Enterovirus_A71
KMM/09	HQ423142	KMM/09		2009-05-XX	Human	China		Enterovirus_A71
KwNs/03/2447	HE775524	KwNs/03/2447		2003-02-XX	Human	Kuwait		Enterovirus_A71
Laos2011_HFMD12V	KM055005	Laos2011_HFMD12V		2011-05-17	Human	Laos	A71	Enterovirus_A71
LAZ60_TR	JX025559	LAZ60_TR		2010-04-06	Unknown	Australia	C2	Enterovirus_A71
LCH01	JF820312	LCH01		2010-01-XX	Human	China	C4	Enterovirus_A71
LCH02	JF820313	LCH02		2010-01-XX	Human	China	C4	Enterovirus_A71
LN009	HQ407557	LN009		2010-XX-XX	Human	China		Enterovirus_A71
LPS11_2011	JX203271	LPS11_2011		2011-10-30	Human	China	EV71	Enterovirus_A71
LPS126_2011	JX203274	LPS126_2011		2011-10-30	Human	China	EV71	Enterovirus_A71
LPS153_2011	JX203275	LPS153_2011		2011-10-30	Human	China	EV71	Enterovirus_A71
LPS42_2011	JX203272	LPS42_2011		2011-10-30	Human	China	EV71	Enterovirus_A71
LPS62_2011	JX203273	LPS62_2011		2011-10-30	Human	China	EV71	Enterovirus_A71
LPS65_2010	JX203293	LPS65_2010		2010-10-30	Human	China	EV71	Enterovirus_A71
LPS8_2011	JX203270	LPS8_2011		2011-10-30	Human	China	EV71	Enterovirus_A71
LR_CH_06	EU414331	LR_CH_06		20XX-XX-XX	Unknown	Switzerland		Enterovirus_A71
Luoyang/2011	JN020147	Luoyang/2011		2011-04-XX	Human	China		Enterovirus_A71
LY10001/SD/CHN/2010/EV71	KF853482	LY10001/SD/CHN/2010/EV71		2010-12-XX	Human	China		Enterovirus_A71
LY10002/SD/CHN/2010/EV71	KJ185132	LY10002/SD/CHN/2010/EV71		2010-12-01	Human	China		Enterovirus_A71
LY10004/SD/CHN/2010/EV71	KJ185133	LY10004/SD/CHN/2010/EV71		2010-12-01	Human	China		Enterovirus_A71
LY10007/SD/CHN/2010/EV71	KJ185134	LY10007/SD/CHN/2010/EV71		2010-12-01	Human	China		Enterovirus_A71
LY10009/SD/CHN/2010/EV71	KJ185135	LY10009/SD/CHN/2010/EV71		2010-12-01	Human	China		Enterovirus_A71
LY10010/SD/CHN/2010/EV71	KJ185136	LY10010/SD/CHN/2010/EV71		2010-12-01	Human	China		Enterovirus_A71
LY10012/SD/CHN/2010/EV71	KJ185137	LY10012/SD/CHN/2010/EV71		2010-12-01	Human	China		Enterovirus_A71
LY10013/SD/CHN/2010/EV71	KJ185138	LY10013/SD/CHN/2010/EV71		2010-12-01	Human	China		Enterovirus_A71
LY10015/SD/CHN/2010/EV71	KF853483	LY10015/SD/CHN/2010/EV71		2010-12-XX	Human	China		Enterovirus_A71
LY10017/SD/CHN/2010/EV71	KF853484	LY10017/SD/CHN/2010/EV71		2010-12-XX	Human	China		Enterovirus_A71
LY10018/SD/CHN/2010/EV71	KF853485	LY10018/SD/CHN/2010/EV71		2010-12-XX	Human	China		Enterovirus_A71
LY10019/SD/CHN/2010/EV71	KJ185139	LY10019/SD/CHN/2010/EV71		2010-12-01	Human	China		Enterovirus_A71
LY10021/SD/CHN/2010/EV71	KF853486	LY10021/SD/CHN/2010/EV71		2010-12-XX	Human	China		Enterovirus_A71
LY10022/SD/CHN/2010/EV71	KF853487	LY10022/SD/CHN/2010/EV71		2010-12-XX	Human	China		Enterovirus_A71
LY10026/SD/CHN/2010/EV71	KF853488	LY10026/SD/CHN/2010/EV71		2010-12-XX	Human	China		Enterovirus_A71
LY10027/SD/CHN/2010/EV71	KF853489	LY10027/SD/CHN/2010/EV71		2010-12-XX	Human	China		Enterovirus_A71
LY10028/SD/CHN/2010/EV71	KJ185140	LY10028/SD/CHN/2010/EV71		2010-12-01	Human	China		Enterovirus_A71
LY10030/SD/CHN/2010/EV71	KF853490	LY10030/SD/CHN/2010/EV71		2010-12-XX	Human	China		Enterovirus_A71
LY10031/SD/CHN/2010/EV71	KF853491	LY10031/SD/CHN/2010/EV71		2010-12-XX	Human	China		Enterovirus_A71
LY10032/SD/CHN/2010/EV71	KF853492	LY10032/SD/CHN/2010/EV71		2010-12-XX	Human	China		Enterovirus_A71
LY10033/SD/CHN/2010/EV71	KJ185141	LY10033/SD/CHN/2010/EV71		2010-12-01	Human	China		Enterovirus_A71
LY10035/SD/CHN/2010/EV71	KF853493	LY10035/SD/CHN/2010/EV71		2010-12-XX	Human	China		Enterovirus_A71
LY10036/SD/CHN/2010/EV71	KF853494	LY10036/SD/CHN/2010/EV71		2010-12-XX	Human	China		Enterovirus_A71
LY10037/SD/CHN/2010/EV71	KJ185142	LY10037/SD/CHN/2010/EV71		2010-12-01	Human	China		Enterovirus_A71
LY10039/SD/CHN/2010/EV71	KF853495	LY10039/SD/CHN/2010/EV71		2010-12-XX	Human	China		Enterovirus_A71
LY10040/SD/CHN/2010/EV71	KJ185143	LY10040/SD/CHN/2010/EV71		2010-12-01	Human	China		Enterovirus_A71
LY10041/SD/CHN/2010/EV71	KF853496	LY10041/SD/CHN/2010/EV71		2010-12-XX	Human	China		Enterovirus_A71
LY10042/SD/CHN/2010/EV71	KF853497	LY10042/SD/CHN/2010/EV71		2010-12-XX	Human	China		Enterovirus_A71
LY10043/SD/CHN/2010/EV71	KF853498	LY10043/SD/CHN/2010/EV71		2010-12-XX	Human	China		Enterovirus_A71
LY10044/SD/CHN/2010/EV71	KF853499	LY10044/SD/CHN/2010/EV71		2010-12-XX	Human	China		Enterovirus_A71
LY10045/SD/CHN/2010/EV71	KF853500	LY10045/SD/CHN/2010/EV71		2010-12-XX	Human	China		Enterovirus_A71
LY10046/SD/CHN/2010/EV71	KF853501	LY10046/SD/CHN/2010/EV71		2010-12-XX	Human	China		Enterovirus_A71
LY10047/SD/CHN/2010/EV71	KF853502	LY10047/SD/CHN/2010/EV71		2010-12-XX	Human	China		Enterovirus_A71
LY10048/SD/CHN/2010/EV71	KF853503	LY10048/SD/CHN/2010/EV71		2010-12-XX	Human	China		Enterovirus_A71
LY10051/SD/CHN/2010/EV71	KF853504	LY10051/SD/CHN/2010/EV71		2010-12-XX	Human	China		Enterovirus_A71
LY10053/SD/CHN/2010/EV71	KF853505	LY10053/SD/CHN/2010/EV71		2010-12-XX	Human	China		Enterovirus_A71
LY10054/SD/CHN/2010/EV71	KF853506	LY10054/SD/CHN/2010/EV71		2010-12-XX	Human	China		Enterovirus_A71
LY10055/SD/CHN/2010/EV71	KJ185144	LY10055/SD/CHN/2010/EV71		2010-12-01	Human	China		Enterovirus_A71
LY10057/SD/CHN/2010/EV71	KF853507	LY10057/SD/CHN/2010/EV71		2010-12-XX	Human	China		Enterovirus_A71
LY10058/SD/CHN/2010/EV71	KJ185145	LY10058/SD/CHN/2010/EV71		2010-12-01	Human	China		Enterovirus_A71
LY10059/SD/CHN/2010/EV71	KF853508	LY10059/SD/CHN/2010/EV71		2010-12-XX	Human	China		Enterovirus_A71
LY10060/SD/CHN/2010/EV71	KF853509	LY10060/SD/CHN/2010/EV71		2010-12-XX	Human	China		Enterovirus_A71
LY10061/SD/CHN/2010/EV71	KF853510	LY10061/SD/CHN/2010/EV71		2010-12-XX	Human	China		Enterovirus_A71
LY10062/SD/CHN/2010/EV71	KJ185146	LY10062/SD/CHN/2010/EV71		2010-12-01	Human	China		Enterovirus_A71
LY10063/SD/CHN/2010/EV71	KF853511	LY10063/SD/CHN/2010/EV71		2010-12-XX	Human	China		Enterovirus_A71
LY10065/SD/CHN/2010/EV71	KF853512	LY10065/SD/CHN/2010/EV71		2010-12-XX	Human	China		Enterovirus_A71
LY10066/SD/CHN/2010/EV71	KF853513	LY10066/SD/CHN/2010/EV71		2010-12-XX	Human	China		Enterovirus_A71
LY10068/SD/CHN/2010/EV71	KF853514	LY10068/SD/CHN/2010/EV71		2010-12-XX	Human	China		Enterovirus_A71
LY10069/SD/CHN/2010/EV71	KJ185147	LY10069/SD/CHN/2010/EV71		2010-12-01	Human	China		Enterovirus_A71
LY10071/SD/CHN/2010/EV71	KJ185148	LY10071/SD/CHN/2010/EV71		2010-12-01	Human	China		Enterovirus_A71
LY10073/SD/CHN/2010/EV71	KJ185149	LY10073/SD/CHN/2010/EV71		2010-12-01	Human	China		Enterovirus_A71
LY10074/SD/CHN/2010/EV71	KF853515	LY10074/SD/CHN/2010/EV71		2010-12-XX	Human	China		Enterovirus_A71
LY10076/SD/CHN/2010/EV71	KF853516	LY10076/SD/CHN/2010/EV71		2010-12-XX	Human	China		Enterovirus_A71
LY10077/SD/CHN/2010/EV71	KJ185150	LY10077/SD/CHN/2010/EV71		2010-12-01	Human	China		Enterovirus_A71
LY10078/SD/CHN/2010/EV71	KF853517	LY10078/SD/CHN/2010/EV71		2010-12-XX	Human	China		Enterovirus_A71
LY10079/SD/CHN/2010/EV71	KF853518	LY10079/SD/CHN/2010/EV71		2010-12-XX	Human	China		Enterovirus_A71
LY10080/SD/CHN/2010/EV71	KF853519	LY10080/SD/CHN/2010/EV71		2010-12-XX	Human	China		Enterovirus_A71
LY10081/SD/CHN/2010/EV71	KF853520	LY10081/SD/CHN/2010/EV71		2010-12-XX	Human	China		Enterovirus_A71
LY10083/SD/CHN/2010/EV71	KJ185151	LY10083/SD/CHN/2010/EV71		2010-12-01	Human	China		Enterovirus_A71
LY10084/SD/CHN/2010/EV71	KF853521	LY10084/SD/CHN/2010/EV71		2010-12-XX	Human	China		Enterovirus_A71
LY10085/SD/CHN/2010/EV71	KF853522	LY10085/SD/CHN/2010/EV71		2010-12-XX	Human	China		Enterovirus_A71
